wheelbase_mm,guide_clearance_mm,body_mass_g,pass,violations
190.27959920924408,0.3721014037984521,51.36504364803665,1,0
189.78567164798855,0.4578481179735577,51.36826805994694,1,0
189.82360309645213,0.370101457074107,51.79113224225975,1,0
189.90078882121932,0.5292627224987329,50.93525280192495,1,0
190.29560966125018,0.4215871485834387,50.80828372102213,1,0
190.07145394854402,0.33358487850318097,51.04500810843345,1,0
190.01339860451853,0.42147769897642934,51.012176231255516,1,0
189.9496194868738,0.5178573851098573,51.351963885841066,1,0
189.86106969734212,0.558242404921347,51.88156146840688,1,0
190.14233929363584,0.5251891581541525,51.91224339535092,1,0
190.13512118203656,0.5123372256769085,51.403477908202106,1,0
189.84113130903373,0.4306059203848531,50.250287486152054,1,0
190.2084821289138,0.49148709092596915,50.67626944800478,1,0
189.97373706775355,0.48415912788009335,50.67745637472747,1,0
189.83860872399998,0.4863906727034488,50.93411124104686,1,0
190.19461518605058,0.45482133952761356,50.874747808284575,1,0
190.0946509988735,0.5051934023406921,51.955088725139696,1,0
189.843999939451,0.4314479135111528,50.94454966366565,1,0
189.81908995688067,0.37641718128640034,51.61124651552964,1,0
189.8740166609596,0.5840282562089957,51.02694055120036,1,0
189.7523157711146,0.6055179313632992,50.685965395657455,1,0
189.78865124763016,0.3929549889780514,51.13575548254951,1,0
190.26758443294668,0.36522699758099963,51.46419035808877,1,0
189.79899522334978,0.3001397664898294,51.391252772083824,1,0
189.99505626313064,0.4114818046038919,51.5933715266736,1,0
189.74203189302295,0.40587008935362223,51.545273111700574,1,0
189.79709727054805,0.4352071641946211,50.91237918851608,1,0
190.04096352514563,0.43917745602374697,51.74005512316756,1,0
190.09376172537748,0.40594955084179196,51.13743273110989,1,0
190.13188822489795,0.4837650534746221,51.12607800770188,1,0
189.8883193052319,0.47842007586627194,50.68899405837138,1,0
190.22458387345614,0.5663125628576112,50.75603996931686,1,0
189.73846961527443,0.4405649333148861,50.986354383302164,1,0
189.7931554524154,0.44846014159672903,51.94260814787048,1,0
190.00779875314998,0.5424858167262709,50.29311731910721,1,0
189.9298701122881,0.4581341851051769,51.39584038424944,1,0
190.07380089763305,0.41255062849159296,51.75974245744962,1,0
190.01256879825044,0.5046620260840835,51.90213965314149,1,0
190.06043568419844,0.49905212899558343,51.38673246173527,1,0
189.9006164478361,0.41279089773798544,51.955720238623556,1,0
190.1118661085743,0.5984401161872991,51.35245997143563,1,0
190.00624085345052,0.4344136571521764,51.56508759516923,1,0
190.01853934933723,0.5302117286804279,50.578751482066615,1,0
190.01104036764337,0.4182874384819059,50.9833267883174,1,0
190.4923135091775,0.4404845390500391,51.24385559370156,1,0
190.1769429916453,0.39126790077488655,51.45076774480853,1,0
190.1270748405815,0.505974250382328,50.49864225253224,1,0
190.01289198994672,0.3450663789193194,51.08508530860451,1,0
189.85631885319307,0.45825420013868234,50.25067619253952,1,0
189.82101746382833,0.4227572859850017,51.60148511069357,1,0
189.71472928371816,0.5954575347364182,51.12816548224689,1,0
190.1770768057051,0.5995650857961563,50.59706560327596,1,0
189.96651828690665,0.39833207590591474,51.0955748972372,1,0
189.58202394697267,0.4610118167327067,50.59912488657707,1,0
189.77868112232187,0.4246408737020349,51.280592280113495,1,0
190.16982486647137,0.34932660460858045,50.87254223144994,1,0
190.0543802421879,0.4272175499725324,51.47021057761588,1,0
189.78822497050467,0.5389091651367295,50.98994691843636,1,0
189.82855289071443,0.5225054567996968,51.597564658323435,1,0
189.9690810111397,0.45058226722202094,51.92055046523854,1,0
189.8390180824321,0.46413391061309683,51.43385125520843,1,0
189.69462027482817,0.4020318889194485,51.43509457184038,1,0
190.06941121602742,0.4712174436273503,50.26652669434609,1,0
190.08626576508976,0.595929696076625,51.61294926088998,1,0
189.84362693136472,0.4632479225214442,51.4550405082273,1,0
190.06311461988722,0.4787241782856822,50.84431364402026,1,0
189.91048326028158,0.3346379578100613,51.002318430803236,1,0
189.97218460904503,0.5839944508709815,50.83056461655457,1,0
189.81442638584176,0.4533929801096221,51.502612242341684,1,0
190.12370731148073,0.4290705659336134,51.24333123573308,1,0
189.81524392821805,0.4935214847917692,51.442517048398926,1,0
189.99698104617846,0.3804904992528001,50.85677155042049,1,0
189.88520631124177,0.4494606811930402,51.59475537668229,1,0
189.89992418909313,0.4732034241728999,51.32207066946964,1,0
189.93090779969341,0.4748629990833604,51.40654590145401,1,0
190.18677126845193,0.4246204155194597,50.236064685914094,1,0
189.78211840573184,0.3553373506139543,51.448783123638776,1,0
189.843379411361,0.36465717731310304,50.48275539576755,1,0
189.9250126798097,0.4923918778528803,51.646411793852955,1,0
190.24276936862884,0.40702266738661896,51.48512252188677,1,0
189.98230442149094,0.42584854322138,51.01932504094431,1,0
189.95830066595596,0.452477158817636,51.28406021830248,1,0
190.06698626295335,0.3536431319797154,50.288951947885764,1,0
190.08927923456787,0.36934110486657407,51.57748350177323,1,0
189.96517800208554,0.4949439868238733,50.94713713740392,1,0
190.258342962401,0.5150696227033622,50.823506348730724,1,0
189.98655873072397,0.3865950470864344,51.672537052316855,1,0
189.75629518158283,0.4137755534513626,50.53547138360436,1,0
190.16878135480079,0.4111947668286218,51.37729701419522,1,0
190.0896087558736,0.39083456225055435,50.82186641875268,1,0
190.20225308464396,0.4261660858553266,51.1221857975887,1,0
189.87830929380524,0.49687453016805455,51.035993852419224,1,0
189.82233064227546,0.4567635052156444,51.947718969770456,1,0
190.04428957832897,0.5279003153965504,51.5356538401219,1,0
190.11834781247225,0.46206523056903753,51.97445553370903,1,0
189.8562082583666,0.5254080085264557,50.43454709036288,1,0
190.10766615280036,0.42154471305279667,51.11057487969005,1,0
189.80854982631507,0.5309388293536312,51.288670377817986,1,0
189.95118601334562,0.4195106367988834,51.52568911514203,1,0
189.90591471677112,0.5318640509762915,50.91218119863165,1,0
190.1115845585751,0.3541425794321733,51.96160967156914,1,0
189.91853557013795,0.39035997735211514,50.818262044922,1,0
189.8014226841845,0.5218274860225388,52.04183023504955,1,0
190.09156810053108,0.6296459948681897,51.28835879965921,1,0
189.9421296740866,0.40790418049748844,51.59207032411982,1,0
190.08433992059577,0.42953698949397323,51.32646847927968,1,0
189.95866770457968,0.45210636356554584,50.82711812031661,1,0
190.05285915404895,0.5055768315764199,51.80897026228567,1,0
189.972271429746,0.4528817374606233,51.255413248153886,1,0
189.77494144094425,0.4666052569654708,51.562471716850496,1,0
190.0610395673598,0.5113594846819428,51.71061182497819,1,0
190.1392509588974,0.3893147279695616,51.06658804464256,1,0
190.114378820106,0.45334394016124824,51.99172406736655,1,0
190.03085894030957,0.47628286889261257,51.08300968755763,1,0
189.8541796016529,0.40519674895715513,51.25375435276228,1,0
190.0678295835019,0.4992716186028087,51.049132838548395,1,0
189.809412011854,0.573918689274195,51.39839113168473,1,0
190.01078524419304,0.3895116953759484,51.32986605743601,1,0
189.94270077986826,0.4054540867821651,51.975156052470645,1,0
190.37141942422133,0.4165811689336826,51.946157079078105,1,0
189.9519789301805,0.2926789817464318,51.03368728846669,1,0
190.01166578031402,0.4453738718906919,51.850872965356764,1,0
190.03129718207484,0.5380423923000078,51.024205827594756,1,0
189.78532927149402,0.4744760950267599,50.67708341797013,1,0
190.21865433786937,0.4343062678224907,50.7904966585542,1,0
189.94924703069216,0.32962005720336435,51.26921225289064,1,0
190.2272084395147,0.35154246408178874,51.39266152169551,1,0
190.05963164039,0.48390140581405433,51.24327989253226,1,0
189.9990352207642,0.4957550132791313,52.18043254728417,1,0
189.96940683733533,0.4879411002296211,51.223985886516935,1,0
190.06844124876662,0.48605747934978216,51.28148172406226,1,0
190.0411207748559,0.4010384510602047,51.614649593476635,1,0
190.13383941862884,0.40331365778457084,51.10167644149825,1,0
190.1819401069448,0.40895811543690136,50.38364039287505,1,0
189.90753714670572,0.4219135801731742,51.58130724012625,1,0
190.23785243817116,0.3886512129435327,51.07493199541468,1,0
189.9035098057079,0.466620351733996,51.154780206631706,1,0
189.77786679989617,0.45088471653770673,50.06240314447858,1,0
190.1825183810605,0.5028746984315929,51.391449092885246,1,0
189.84393105007328,0.49644406214013814,51.52340213878949,1,0
190.19900646142025,0.5157910279270074,51.63352472211007,1,0
190.0357372297159,0.4845037147087965,51.64219210719322,1,0
189.9054675989433,0.3887912443979585,51.144126118836326,1,0
189.97286258587707,0.4638196577774259,52.03183001722642,1,0
189.6898810776767,0.4676648222512451,50.172123649354155,1,0
189.9190632057184,0.42657160913442077,51.92917448423441,1,0
189.99961181277078,0.39122701201394733,51.633707767215604,1,0
189.9126904728925,0.35894734509770326,50.43556442901328,1,0
189.924494249475,0.3471071780950165,50.64293394282985,1,0
190.08150367316426,0.43650822914698106,51.18109412495966,1,0
189.97303079937905,0.44252713503153135,50.68575469611733,1,0
190.13196683055807,0.3341482681773481,52.25763704416954,1,0
190.20886491138958,0.2937929421926488,52.2747335248444,1,0
190.19863915551377,0.4527185757394762,51.31751868504063,1,0
190.08623831311724,0.5291034279241176,49.86355174913024,0,1
189.82549057758632,0.4317590409944084,50.08229619468304,1,0
190.08010921872045,0.5140351358635292,51.319832213244425,1,0
190.1311028653675,0.37788173016972315,51.418170000158455,1,0
189.87884017806712,0.4538376644400664,50.93778505494917,1,0
190.12874560146864,0.49326303166747265,51.14402350583166,1,0
190.20936110399765,0.4901887791972179,51.26517788806686,1,0
190.03129771561805,0.4006149039523955,51.28153550317633,1,0
189.86621272712884,0.39931711834991396,51.117667778712885,1,0
189.85298829981662,0.3619614370407813,51.668847877246826,1,0
190.06680456630662,0.5151388134953694,51.00791895609766,1,0
190.08510990129417,0.4547000717922613,51.47692337430682,1,0
190.3513211683155,0.27737773429693113,51.28077005785397,1,0
190.06722139532815,0.4901343792881489,51.07843688372597,1,0
189.99272977096442,0.43003359430321797,50.70249628209632,1,0
189.92635994258396,0.3902901333489951,52.143753589411155,1,0
189.87515395180304,0.5136914725786582,52.05213727808031,1,0
189.9346770813602,0.4189305820181516,50.730949112548856,1,0
189.71011613237502,0.4745814696887689,51.099284878245385,1,0
189.898119195518,0.3897409745032756,50.615898735744096,1,0
189.99252330929977,0.4214448583002519,50.59417696794551,1,0
189.78264287147636,0.5030907660904079,51.67549416870536,1,0
190.09670661134786,0.47483114021906775,50.6635641059549,1,0
190.12165774473132,0.3805439777251197,51.87969124757483,1,0
189.92695794482796,0.598276517681056,51.685865890468094,1,0
190.18885101818995,0.4513660822958892,51.35973141867011,1,0
190.00260035926084,0.5182655683616945,51.039801846764995,1,0
189.7592181613344,0.4560181701548444,51.57424298194478,1,0
189.920606928483,0.5250888047137883,50.72906808753199,1,0
189.9974369864461,0.5198592067461688,50.76578661692793,1,0
189.87563911749487,0.4488616906171076,50.305398691210044,1,0
189.92280742076503,0.42840527875486023,50.4613288478667,1,0
190.04743356516053,0.4082936775099239,51.33518199354295,1,0
189.9650903744948,0.33045221940189967,51.62511093657845,1,0
190.09034518887526,0.3563049532540611,50.92374649876936,1,0
189.94090247701124,0.4994263446113009,50.4575543494598,1,0
189.72018598691625,0.42250659131967166,50.349767486643856,1,0
190.195004897075,0.48847962408820933,50.542096768597794,1,0
189.8847560180431,0.5469724952394308,51.36130218867036,1,0
189.99136373693952,0.352349695864118,51.432147985682114,1,0
190.117660196636,0.6017319120244649,50.30274248643316,1,0
189.8937718196044,0.4091052428532448,51.61679041046472,1,0
190.01641048358562,0.47367403239324374,51.74068280923594,1,0
190.09132519711127,0.5192394039153775,51.86419242504967,1,0
189.99180424518806,0.41447686608798257,51.12027884145567,1,0
190.41880781117297,0.48732793859589163,51.33395889538214,1,0
190.28843771401344,0.5287308862971543,50.795909079819104,1,0
189.96728102969558,0.5283829267988271,50.61662405677077,1,0
190.07376868304826,0.4193207750694901,50.68944859080636,1,0
189.84149835479639,0.4366590039753237,51.280019580745446,1,0
189.71409526850437,0.3570939772186155,50.75145077799255,1,0
189.7882373169033,0.4120559914007354,51.48501182020495,1,0
190.02442972387604,0.40614199166773224,51.21077553381537,1,0
190.1762168108241,0.5416648210049951,51.108121772275155,1,0
189.91314149084218,0.4650820819598701,51.57487743082646,1,0
190.07105917619558,0.40645900738731205,51.03258491746118,1,0
190.14740891186514,0.5441088277606998,51.45300835756451,1,0
190.1098478338349,0.3368533197450328,51.069599595759335,1,0
190.02492002019335,0.476055314549188,52.05420843137467,1,0
189.84196484277246,0.44015271584305304,50.91685253619555,1,0
189.88922530622924,0.47010533232604385,50.529340245031776,1,0
190.1263569926602,0.5641469617182545,51.59472477966041,1,0
189.70391077367802,0.281294139701208,51.408714650280785,1,0
190.0042034487004,0.45846242670251164,51.36230286481228,1,0
