time_s,position_m,velocity_mps,accel_mps2,estimated_thrust_n,fitted_thrust_n
0.0,0.001728247387199963,4.1204233742741385,213.62535005418138,11.1321841779575,15.938768669816152
0.002,0.004766999377290587,4.381230695772716,218.4396530121178,11.38441954753739,15.764202496930253
0.004,0.008699071387787076,4.668262974552373,223.4473490320646,11.647035714961094,15.591565212297192
0.006,0.01511492388426927,4.979155683868386,228.56275624262585,11.915595660674033,15.420835502452682
0.008,0.0227323360931222,5.312251475982475,233.71270105556545,12.1863173044015,15.251992289437917
0.01,0.03158631483001989,5.642490050154255,238.29960448095926,12.427922593276758,15.085014728197324
0.012,0.041554583872742225,5.970122636660588,242.3179481101764,12.640122299309192,14.919882204005095
0.014,0.05328415928266598,6.294474557048167,245.7642548609739,12.82272399747991,14.756574329920099
0.016,0.06653904518579928,6.615945529555024,248.6396097163737,12.975783172165753,14.595070944268977
0.018000000000000002,0.08058102140230164,7.1394582422104484,250.9444709712853,13.101779378621101,14.435352108157018
0.020000000000000004,0.09649646899886484,7.697125614997965,252.74475503493,13.202452754752375,14.277398103006522
0.022000000000000006,0.11315845452087551,8.28833913865623,256.6929662222875,13.415822415015432,14.121189428122403
0.024000000000000007,0.1318023419203217,8.912389518813104,260.34702958988316,13.614991195082789,13.966706798284667
0.02600000000000001,0.15103632330460562,9.568995578673645,263.7140188727587,13.800427230297537,13.81393114136749
0.02800000000000001,0.17211629021764716,10.225146679450585,266.807504275171,13.972368739242894,13.662843595984613
0.030000000000000013,0.1943895380118824,10.877701640681856,269.64885062976896,14.131866856590808,13.513425509160754
0.032000000000000015,0.21758913333658164,11.522386333901014,272.26517013563546,14.280235360027842,13.365658434028745
0.034000000000000016,0.2419128923498196,12.156017703340304,274.6913712027028,14.419197486713978,13.21952412755212
0.03600000000000002,0.2668093725690041,12.77507546717483,276.14478846927204,14.507942044430942,13.075004548272865
0.03800000000000002,0.294006299187742,13.375987756566287,276.68182650403713,14.549274359891472,12.932081854084052
0.04000000000000002,0.3215657029181284,13.955431812036311,276.35915152273185,14.546006134048493,12.790738400027088
0.04200000000000002,0.3503206271278169,14.509933982895248,275.23926045166286,14.501237523216448,12.650956736113306
0.044000000000000025,0.3806891990396971,15.05580032326158,273.3416473807708,14.416330082435772,12.51271960516962
0.04600000000000003,0.41190971506919377,15.592774409645003,270.6928810949356,14.292634436649099,12.376009940707988
0.04800000000000003,0.4444098947813173,16.121893449538806,267.3252196726819,14.131832094907475,12.240810864818412
0.05000000000000003,0.4770475151341699,16.64267961422418,263.27680616034587,13.935871652136251,12.107105686085239
0.05200000000000003,0.5116407492684403,17.15515715083835,259.0003365556367,13.72827179653603,11.974877897526454
0.054000000000000034,0.5457583649094473,17.659566223649037,254.58274482014895,13.513538535139517,11.84411117455577
0.056000000000000036,0.5827351752451215,18.1560004157082,250.11121072320327,13.296187282823599,11.714789372967221
0.05800000000000004,0.6200324148860616,18.644946446448504,245.66904932084833,13.080545641160173,11.586896526942034
0.06000000000000004,0.6580703559650759,19.12615825452963,241.33959357466046,12.870920152999945,11.460416847077518
0.06200000000000004,0.6975888230404407,19.599992463822613,237.14053617314013,12.668223713514076,11.335334718437734
0.06400000000000004,0.737352897960104,20.06602298753201,233.08197434400785,12.472948896483844,11.211634698625707
